review,rating,date,bank,source,sentiment_label,sentiment_score
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,negative,-0.1884
exceptional,5,2025-06-03,BOA,Google Play,neutral,0.0
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,positive,0.4404
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,neutral,0.0
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play,neutral,-0.0464
BoA system is confartable,5,2025-06-01,BOA,Google Play,neutral,0.0
very nice Abyssinia bank is choice all,5,2025-05-31,BOA,Google Play,positive,0.4754
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,negative,-0.8491
Good service.,3,2025-05-25,BOA,Google Play,positive,0.4404
the app crush frequently,1,2025-05-24,BOA,Google Play,negative,-0.1531
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,negative,-0.6249
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,positive,0.7757
BoA,2,2025-05-20,BOA,Google Play,neutral,0.0
but not opening on android,4,2025-05-19,BOA,Google Play,neutral,0.0
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,negative,-0.6249
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,neutral,0.0
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,negative,-0.296
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,negative,-0.4639
liking this application good 👍,5,2025-05-07,BOA,Google Play,positive,0.6808
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,negative,-0.775
it's really good 👍,5,2025-04-23,BOA,Google Play,positive,0.4927
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,negative,-0.6705
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,neutral,0.0
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,negative,-0.6571
yideg,1,2025-04-18,BOA,Google Play,neutral,0.0
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,neutral,0.0
great boa,5,2025-04-10,BOA,Google Play,positive,0.6249
boa of mobile backing,5,2025-04-09,BOA,Google Play,neutral,0.0258
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,neutral,0.0
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,negative,-0.4215
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,positive,0.3412
like,5,2025-04-06,BOA,Google Play,positive,0.3612
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,neutral,0.0
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,positive,0.6844
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,positive,0.4939
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,positive,0.2382
thank you,5,2025-04-02,BOA,Google Play,positive,0.3612
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,neutral,0.0
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,neutral,0.0
good application,5,2025-03-30,BOA,Google Play,positive,0.4404
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,neutral,0.0
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,negative,-0.2411
always problematic hardly works,1,2025-03-26,BOA,Google Play,negative,-0.4404
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,positive,0.1045
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,negative,-0.802
great BoA,5,2025-03-22,BOA,Google Play,positive,0.6249
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,positive,0.3182
there is no speed,1,2025-03-19,BOA,Google Play,negative,-0.296
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,neutral,0.0
wonderful,5,2025-03-19,BOA,Google Play,positive,0.5719
all worck,5,2025-03-19,BOA,Google Play,neutral,0.0
Loved it,5,2025-03-14,BOA,Google Play,positive,0.5994
Wow,1,2025-03-14,BOA,Google Play,positive,0.5859
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,positive,0.7962
Improved to be the best,5,2025-03-11,BOA,Google Play,positive,0.8074
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,negative,-0.8392
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,neutral,0.0
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,positive,0.3612
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,positive,0.3832
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,positive,0.7334
Wonderfull app,5,2025-03-08,BOA,Google Play,neutral,0.0
i can't use this app why?,5,2025-03-07,BOA,Google Play,neutral,0.0
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,positive,0.3331
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,negative,-0.8205
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,negative,-0.1531
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,neutral,0.0
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,positive,0.2382
Very poor proformance,1,2025-03-01,BOA,Google Play,negative,-0.5256
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,positive,0.3865
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,positive,0.5859
Not working on this days,1,2025-02-26,BOA,Google Play,neutral,0.0
Thank you BoA,5,2025-02-23,BOA,Google Play,positive,0.3612
best banking app in the wworld,5,2025-02-22,BOA,Google Play,positive,0.6369
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,positive,0.6908
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,positive,0.4242
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,positive,0.6369
The is not functional at all?,2,2025-02-12,BOA,Google Play,neutral,0.0
Best bank,5,2025-02-08,BOA,Google Play,positive,0.6369
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,positive,0.765
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,neutral,0.0
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,positive,0.5859
Good 👍,5,2025-01-31,BOA,Google Play,positive,0.4404
Sad experience,1,2025-01-30,BOA,Google Play,negative,-0.4767
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,negative,-0.4019
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,positive,0.6369
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,neutral,0.0
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,positive,0.3182
Beter,5,2025-01-21,BOA,Google Play,neutral,0.0
Boa,4,2025-01-18,BOA,Google Play,neutral,0.0
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,neutral,0.0
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,neutral,0.0
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,neutral,0.0
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,negative,-0.8217
I love it,5,2025-01-14,BOA,Google Play,positive,0.6369
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,neutral,0.0
Good🙏,5,2025-01-12,BOA,Google Play,positive,0.4404
Like to much,5,2025-01-11,BOA,Google Play,positive,0.3612
Thank you,5,2025-01-10,BOA,Google Play,positive,0.3612
Perfect,5,2025-01-09,BOA,Google Play,positive,0.5719
The best of best,5,2025-01-09,BOA,Google Play,positive,0.8555
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,positive,0.5423
Great 👍,5,2025-01-04,BOA,Google Play,positive,0.6249
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,neutral,0.0
Good app and helpful,5,2025-01-03,BOA,Google Play,positive,0.6908
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,negative,-0.931
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,negative,-0.296
It doesn't work at all.,2,2025-01-02,BOA,Google Play,neutral,0.0
this app is not available,1,2025-01-02,BOA,Google Play,neutral,0.0
Wow what amazing,5,2024-12-30,BOA,Google Play,positive,0.8225
love it,5,2024-12-30,BOA,Google Play,positive,0.6369
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,neutral,0.0
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,neutral,0.0
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,negative,-0.4215
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,neutral,0.0
Nice,5,2024-12-26,BOA,Google Play,positive,0.4215
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,negative,-0.6249
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,neutral,0.0
Not that much bad,3,2024-12-22,BOA,Google Play,positive,0.431
Fine,5,2024-12-21,BOA,Google Play,positive,0.2023
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,negative,-0.5267
Nic ap,5,2024-12-19,BOA,Google Play,neutral,0.0
The forest app ever,1,2024-12-19,BOA,Google Play,neutral,0.0
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,positive,0.9475
Bank of abissena,1,2024-12-17,BOA,Google Play,neutral,0.0
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,positive,0.7003
GOOD,5,2024-12-15,BOA,Google Play,positive,0.4404
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,negative,-0.6588
Poorly functioning app,3,2024-12-13,BOA,Google Play,neutral,0.0
Very nice,5,2024-12-13,BOA,Google Play,positive,0.4754
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,negative,-0.296
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,negative,-0.8622
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,positive,0.9253
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,negative,-0.2135
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,negative,-0.6245
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,neutral,0.0
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,BOA,Google Play,positive,0.4404
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,negative,-0.1779
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,negative,-0.8126
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,positive,0.7684
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,negative,-0.8464
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,neutral,0.0
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,negative,-0.2263
Great,5,2024-11-25,BOA,Google Play,positive,0.6249
👏👏👏,5,2024-11-24,BOA,Google Play,neutral,0.0
Money,5,2024-11-24,BOA,Google Play,neutral,0.0
It needs more improvment,2,2024-11-24,BOA,Google Play,neutral,0.0
Hey Google,5,2024-11-21,BOA,Google Play,neutral,0.0
ab,3,2024-11-20,BOA,Google Play,neutral,0.0
Ademtahir,5,2024-11-20,BOA,Google Play,neutral,0.0
✌️✌️,5,2024-11-20,BOA,Google Play,neutral,0.0
Please this app on my android phone,3,2024-11-20,BOA,Google Play,positive,0.3182
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,neutral,0.0
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,positive,0.2732
Fast and reliable,5,2024-11-18,BOA,Google Play,neutral,0.0
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,negative,-0.3485
Very good,5,2024-11-14,BOA,Google Play,positive,0.4927
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,negative,-0.5423
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,positive,0.9803
Oene,5,2024-11-12,BOA,Google Play,neutral,0.0
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,positive,0.4019
it good,5,2024-11-12,BOA,Google Play,positive,0.4404
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,positive,0.3182
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,neutral,0.0
I need a support the app is not working,5,2024-11-12,BOA,Google Play,positive,0.4019
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,neutral,0.0
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,neutral,0.0
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,positive,0.6124
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,negative,-0.7359
Wweeeer,4,2024-11-12,BOA,Google Play,neutral,0.0
Infinx,5,2024-11-12,BOA,Google Play,neutral,0.0
Great service,5,2024-11-12,BOA,Google Play,positive,0.6249
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,neutral,0.0
senayt Mesfin,4,2024-11-08,BOA,Google Play,neutral,0.0
Bad app vety bad.,1,2024-11-07,BOA,Google Play,negative,-0.7906
Abessnya Banke,5,2024-11-05,BOA,Google Play,neutral,0.0
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,negative,-0.7569
Okay,5,2024-11-03,BOA,Google Play,positive,0.2263
Professional on banking app,5,2024-11-01,BOA,Google Play,neutral,0.0
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,positive,0.5719
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,neutral,0.0
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,positive,0.3182
Fast transfer,5,2024-10-24,BOA,Google Play,neutral,0.0
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,negative,-0.4767
Amrumehamed,1,2024-10-21,BOA,Google Play,neutral,0.0
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,positive,0.8717
ደደገነሐ,5,2024-10-15,BOA,Google Play,neutral,0.0
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative,-0.8395
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,negative,-0.3382
Good App,4,2024-10-12,BOA,Google Play,positive,0.4404
Best app to me,5,2024-10-11,BOA,Google Play,positive,0.6369
BOA,5,2024-10-11,BOA,Google Play,neutral,0.0
Abdulkadir,5,2024-10-11,BOA,Google Play,neutral,0.0
Bad,1,2024-10-10,BOA,Google Play,negative,-0.5423
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,neutral,0.0
Nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral,0.0
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive,0.714
Ok,5,2024-10-04,BOA,Google Play,positive,0.296
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,positive,0.4404
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral,0.0
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,negative,-0.4215
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,positive,0.7344
Worest app,1,2024-10-03,BOA,Google Play,neutral,0.0
The worest app ever,1,2024-10-03,BOA,Google Play,neutral,0.0
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,neutral,0.0
Wwwerrr,5,2024-10-02,BOA,Google Play,neutral,0.0
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,neutral,0.0
Great For Financial company,5,2024-09-30,BOA,Google Play,positive,0.6249
Very easy to use,5,2024-09-30,BOA,Google Play,positive,0.4927
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,negative,-0.6597
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative,-0.2484
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,positive,0.8715
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,positive,0.2382
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,positive,0.6808
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,neutral,0.0
Amazing,5,2024-09-19,BOA,Google Play,positive,0.5859
Great app with great services,5,2024-09-19,BOA,Google Play,positive,0.8481
Yes active user,5,2024-09-17,BOA,Google Play,positive,0.6597
Shameful,1,2024-09-17,BOA,Google Play,negative,-0.4939
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,positive,0.2235
Good application,5,2024-09-16,BOA,Google Play,positive,0.4404
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,neutral,0.0
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,positive,0.4269
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,neutral,0.0
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,neutral,0.0
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,positive,0.818
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,negative,-0.4515
Bes and freindly app,5,2024-09-13,BOA,Google Play,neutral,0.0
It doesn't work.,1,2024-09-12,BOA,Google Play,neutral,0.0
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative,-0.8758
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative,-0.5868
Smart technology,5,2024-09-10,BOA,Google Play,positive,0.4019
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,neutral,0.0
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative,-0.5067
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative,-0.9312
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,positive,0.9075
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,positive,0.3716
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,neutral,0.0
Fast one,3,2024-09-04,BOA,Google Play,neutral,0.0
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative,-0.5023
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,neutral,0.0
It is ok,5,2024-09-01,BOA,Google Play,positive,0.296
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,positive,0.2211
Apollo's,1,2024-08-29,BOA,Google Play,neutral,0.0
The worst experience ever,1,2024-08-29,BOA,Google Play,negative,-0.6249
Hussenaliumar,5,2024-08-29,BOA,Google Play,neutral,0.0
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,positive,0.6072
It is not work for my device,5,2024-08-27,BOA,Google Play,neutral,0.0
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative,-0.8106
The worst app ever,1,2024-08-26,BOA,Google Play,negative,-0.6249
Betanya Gebre,3,2024-08-23,BOA,Google Play,neutral,0.0
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral,0.0
Excellent app,5,2024-08-21,BOA,Google Play,positive,0.5719
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative,-0.431
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral,0.0
Gio,4,2024-08-19,BOA,Google Play,neutral,0.0
App isn't working,1,2024-08-18,BOA,Google Play,neutral,0.0
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive,0.2707
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative,-0.4023
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,positive,0.4574
Horrible,1,2024-08-14,BOA,Google Play,negative,-0.5423
Mostly not working 😑,1,2024-08-14,BOA,Google Play,neutral,0.0
Awesome 👌,5,2024-08-12,BOA,Google Play,positive,0.8816
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral,0.0
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative,-0.5256
Wedi Tekle .,5,2024-08-11,BOA,Google Play,neutral,0.0
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative,-0.5423
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral,0.0
Nice appp,5,2024-08-11,BOA,Google Play,positive,0.4215
