review,rating,date,bank,source
Loved,5,2023-08-30 13:01:32,Dashen,Google Play
Very good app and secured,5,2023-08-28 17:49:49,Dashen,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26 21:14:53,Dashen,Google Play
Not too bad,3,2023-08-19 23:47:59,Dashen,Google Play
Teribble need a lot of work to improve,1,2023-08-19 14:36:27,Dashen,Google Play
ok,5,2023-08-19 00:20:58,Dashen,Google Play
ምርጥየ,5,2023-08-18 22:57:18,Dashen,Google Play
Baheru ጭስ,2,2023-08-16 11:20:51,Dashen,Google Play
Wawu,5,2023-08-12 20:58:11,Dashen,Google Play
Thank Dashen bank,5,2023-08-12 15:00:34,Dashen,Google Play
good,1,2023-08-12 08:22:01,Dashen,Google Play
Good,4,2023-08-11 19:35:55,Dashen,Google Play
Simple and secured,5,2023-08-10 12:55:25,Dashen,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10 10:30:46,Dashen,Google Play
It's just ewww the app overall,2,2023-08-10 04:54:43,Dashen,Google Play
Love it,5,2023-08-09 20:04:16,Dashen,Google Play
Good App.,5,2023-08-09 15:16:21,Dashen,Google Play
Good,5,2023-08-05 05:33:16,Dashen,Google Play
Its good,5,2023-08-05 00:44:00,Dashen,Google Play
Simplify.,5,2023-08-01 17:22:55,Dashen,Google Play
Amazing,5,2023-08-01 07:35:50,Dashen,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30 18:35:45,Dashen,Google Play
good👍,4,2023-07-28 20:55:45,Dashen,Google Play
Best,5,2023-07-27 22:19:09,Dashen,Google Play
good app,5,2023-07-27 15:51:53,Dashen,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23 11:11:52,Dashen,Google Play
Tell 6836,1,2023-07-22 20:21:21,Dashen,Google Play
"The login should be auto filled,",3,2023-07-20 20:26:50,Dashen,Google Play
Good,5,2023-07-20 18:31:21,Dashen,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20 13:42:14,Dashen,Google Play
Good,5,2023-07-20 11:45:50,Dashen,Google Play
Good app,4,2023-07-18 18:58:26,Dashen,Google Play
Used balance check app,5,2023-07-14 21:05:50,Dashen,Google Play
Nice so perfect,5,2023-07-06 19:38:39,Dashen,Google Play
It is easy to use,5,2023-07-04 21:41:28,Dashen,Google Play
This appi is 👍Good,3,2023-06-09 19:28:32,Dashen,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09 11:51:45,Dashen,Google Play
Thankz,3,2023-06-08 21:25:47,Dashen,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08 21:03:48,Dashen,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07 12:47:09,Dashen,Google Play
Good app,5,2023-06-06 20:17:09,Dashen,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06 10:37:25,Dashen,Google Play
good upp,1,2023-06-06 07:24:58,Dashen,Google Play
best,5,2023-06-05 16:50:35,Dashen,Google Play
Five star,5,2023-05-26 09:26:13,Dashen,Google Play
It's amazing app use it!,5,2023-05-21 17:32:08,Dashen,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16 22:34:51,Dashen,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13 06:17:58,Dashen,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10 13:31:26,Dashen,Google Play
Good app,5,2023-05-06 09:43:05,Dashen,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05 09:16:18,Dashen,Google Play
Best,5,2023-05-04 00:37:20,Dashen,Google Play
Best app,5,2023-04-28 21:10:34,Dashen,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28 16:18:02,Dashen,Google Play
Good,5,2023-04-18 07:07:26,Dashen,Google Play
best,5,2023-04-13 16:44:31,Dashen,Google Play
Best Application,5,2023-04-08 20:48:52,Dashen,Google Play
Ok,5,2023-04-01 23:08:42,Dashen,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29 10:33:19,Dashen,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28 11:10:17,Dashen,Google Play
Best,5,2023-03-27 16:18:34,Dashen,Google Play
Gaariidha!!!,5,2023-03-26 20:56:13,Dashen,Google Play
Good app it is useful for business activities .,5,2023-03-25 16:16:33,Dashen,Google Play
Good app,5,2023-03-25 14:30:16,Dashen,Google Play
Like,5,2023-03-24 18:42:32,Dashen,Google Play
Nice app,4,2023-03-22 10:50:05,Dashen,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20 14:03:35,Dashen,Google Play
Good and reliable service,5,2023-03-19 21:52:46,Dashen,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19 14:06:24,Dashen,Google Play
Good apps,5,2023-03-19 13:51:25,Dashen,Google Play
Good application for people needs,5,2023-03-18 23:28:12,Dashen,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18 13:13:42,Dashen,Google Play
comfortable,5,2023-03-18 12:48:20,Dashen,Google Play
